Date,Open,High,Low,Close,Adj Close,Volume
2018-01-11,64.029999,64.309998,63.779999,64.290001,64.290001,5103500
2018-01-12,64.500000,64.720001,64.320000,64.669998,64.669998,5135700
2018-01-16,64.779999,65.360001,63.369999,63.419998,63.419998,9117000
2018-01-17,63.669998,64.010002,63.080002,63.810001,63.810001,7422600
2018-01-18,64.000000,64.209999,63.540001,64.110001,64.110001,5656900
2018-01-19,65.309998,67.239998,65.120003,67.209999,67.209999,12896100
2018-01-22,66.550003,66.830002,65.760002,66.389999,66.389999,8491800
2018-01-23,66.529999,67.330002,66.440002,67.139999,67.139999,6412000
2018-01-24,67.339996,68.180000,67.070000,68.000000,68.000000,7421800
2018-01-25,68.129997,68.639999,67.449997,67.709999,67.709999,5707600
2018-01-26,68.199997,68.639999,67.919998,68.040001,68.040001,6290500
2018-01-29,67.820000,68.139999,67.419998,67.580002,67.580002,5067300
2018-01-30,67.500000,68.309998,67.160004,67.330002,67.330002,6350500
2018-01-31,67.500000,68.830002,67.470001,68.220001,68.220001,11036400
2018-02-01,67.669998,67.970001,66.699997,67.650002,67.650002,5790500
2018-02-02,67.220001,67.790001,67.000000,67.220001,67.220001,9348300
2018-02-05,66.629997,67.209999,64.389999,64.389999,64.389999,12549500
2018-02-06,62.480000,65.419998,62.090000,65.220001,65.220001,13356700
2018-02-07,65.150002,66.839996,65.099998,65.629997,65.629997,8845700
2018-02-08,65.529999,65.709999,62.459999,62.490002,62.490002,14121800
2018-02-09,63.759998,66.050003,62.840000,65.489998,65.489998,13692800
